   0.00000000      0.817539990       7.45209232E-02  0.107950762    
  0.198804677      0.671469986      0.132245019      0.196291313    
  0.397609353      0.550349951      0.180837318      0.268820107    
  0.596414030      0.450299978      0.220920712      0.328787208    
  0.795218706      0.368319988      0.253369153      0.378316164    
  0.994023383      0.301979959      0.279659450      0.418364018    
   1.19282806      0.245949984      0.301569670      0.452479959    
   1.39163280      0.201249957      0.319019496      0.479726851    
   1.59043741      0.164939940      0.333656490      0.501400769    
   1.78924215      0.135399938      0.345269620      0.519326031    
   1.98804677      0.110839963      0.355305523      0.533851743    
   2.18685150       9.10099745E-02  0.363402575      0.545585930    
   2.38565612       7.44699836E-02  0.370294124      0.555236518    
   2.58446074       6.14899993E-02  0.375548154      0.562962949    
   2.78326559       5.01599908E-02  0.379928172      0.569911778    
   2.98207021       4.10900116E-02  0.383594960      0.575315297    
   3.18087482       3.33999991E-02  0.386749387      0.579851449    
   3.37967944       2.74900198E-02  0.389120251      0.583390594    
   3.57848430       2.27299929E-02  0.391119391      0.586152196    
   3.77728891       1.86100006E-02  0.392646372      0.588744283    
   3.97609353       1.52699947E-02  0.393972427      0.590758145    
   4.17489815       1.25799775E-02  0.394977033      0.592442989    
   4.37370300       1.04299784E-02  0.395700336      0.593868673    
   4.57250738       8.67998600E-03  0.396413594      0.594905496    
   4.77131224       7.16000795E-03  0.397116810      0.595722973    
   4.97011709       5.82003593E-03  0.397699475      0.596480668    
   5.16892147       4.76002693E-03  0.398121417      0.597118735    
   5.36772633       3.87001038E-03  0.398483068      0.597647130    
   5.56653118       3.22002172E-03  0.398754299      0.598025978    
   5.76533556       2.52002478E-03  0.399005473      0.598474622    
   5.96414042       2.14999914E-03  0.399156153      0.598693967    
   6.16294479       1.83999538E-03  0.399286747      0.598873377    
   6.36174965       1.45000219E-03  0.399467558      0.599082768    
   6.56055450       1.07002258E-03  0.399618238      0.599312067    
   6.75935888       9.19997692E-04  0.399668485      0.599411786    
   6.95816374       7.50005245E-04  0.399698615      0.599551380    
   7.15696859       6.30021095E-04  0.399708658      0.599660993    
   7.35577297       5.30004501E-04  0.399748832      0.599720836    
   7.55457783       3.89993191E-04  0.399829209      0.599780679    
   7.75338221       3.29971313E-04  0.399849296      0.599820554    
   7.95218706       2.69949436E-04  0.399879426      0.599850416    
   8.15099144       1.99973583E-04  0.399919599      0.599880338    
   8.34979630       1.59978867E-04  0.399939716      0.599900305    
   8.54860115       1.29997730E-04  0.399949729      0.599920273    
   8.74740601       1.00016594E-04  0.399959773      0.599940181    
   8.94621086       7.99894333E-05  0.399969816      0.599950194    
   9.14501476       6.99758530E-05  0.399969816      0.599960148    
   9.34381962       6.99758530E-05  0.399969816      0.599960148    
   9.54262447       4.99486923E-05  0.399979860      0.599970162    
   9.74142933       3.99351120E-05  0.399989903      0.599970162    
   9.94023418       3.99351120E-05  0.399989903      0.599970162    
   10.1390381       3.99351120E-05  0.399989903      0.599970162    
   10.3378429       3.99351120E-05  0.399989903      0.599970162    
   10.5366478       3.99351120E-05  0.399989903      0.599970162    
   10.7354527       3.99351120E-05  0.399989903      0.599970162    
   10.9342575       3.99351120E-05  0.399989903      0.599970162    
   11.1330624       2.99215317E-05  0.399989903      0.599980116    
   11.3318663       2.99215317E-05  0.399989903      0.599980116    
   11.5306711       2.99215317E-05  0.399989903      0.599980116    
   11.7294760       2.99215317E-05  0.399989903      0.599980116    
   11.9282808       1.99079514E-05  0.399989903      0.599990070    
   12.1270857       1.99079514E-05  0.399989903      0.599990070    
   12.3258896       9.89437103E-06  0.399999917      0.599990070    
   12.5246944      -1.19209290E-07  0.399999917      0.600000083    
